,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1261,0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,1543,0
1262,0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,4995,0
1263,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,5000,1
1264,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,5300,0
1265,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,4403,0
1266,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,2635,0
1267,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4069,0
1268,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,5184,1
1269,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,5604,0
1270,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1027,0
1271,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2486,0
1272,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,6240,0
1273,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,3555,0
1274,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,5285,0
1275,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,2707,0
1276,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,5608,0
1277,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,591,0
1278,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1868,0
1279,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,4194,0
1280,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,6145,0
1281,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,5372,0
1282,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,5042,0
1283,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,5795,0
1284,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,349,0
1285,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,5353,1
1286,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,5714,0
1287,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,2822,0
1288,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,440,0
1289,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,3504,0
1290,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,4840,0
1291,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,5109,1
1292,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,4349,0
1293,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,5787,0
1294,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2352,1
1295,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,4537,0
1296,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1077,0
1297,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,3439,0
1298,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,662,0
1299,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080,1
1300,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,5997,0
1301,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3269,0
1302,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,3063,0
1303,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,723,0
1304,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,627,1
1305,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1122,0
1306,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,6075,1
1307,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2332,0
1308,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,514,1
1309,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,992,1
1310,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,2787,1
1311,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1680,0
1312,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3137,0
1313,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,4313,1
1314,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3010,1
1315,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1652,0
1316,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,865,0
1317,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,6241,0
1318,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,4773,0
1319,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1483,1
1320,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,2723,0
1321,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3360,0
1322,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,1443,0
1323,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1210,0
1324,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5822,1
1325,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443,1
1326,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,1769,0
1327,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,4885,1
1328,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,407,0
1329,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,893,0
1330,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,533,0
1331,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2150,0
1332,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1215,0
1333,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1270,0
1334,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,2151,1
1335,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,6467,1
1336,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,220,0
1337,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,4974,0
1338,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609,1
1339,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,5596,1
1340,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0,0
1341,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,1187,1
1342,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,748,0
1343,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,3966,0
1344,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,4662,0
1345,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,4901,0
1346,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,471,1
1347,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,3213,0
1348,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,6233,1
1349,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2210,0
1350,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,3677,0
1351,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,2162,0
1352,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,3877,0
1353,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,652,0
1354,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1111,1
1355,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,1311,0
1356,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5116,0
1357,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,4445,0
1358,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5695,0
1359,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,6294,1
1360,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,530,1
1361,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,2864,1
1362,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,2012,1
1363,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,5198,0
1364,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,3760,0
1365,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2103,1
1366,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,6079,1
1367,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4157,0
1368,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,3803,0
1369,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,1668,0
1370,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,4479,0
1371,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,5964,1
1372,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,1812,0
1373,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1491,0
1374,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3301,0
1375,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,6223,0
1376,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,3002,1
1377,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,4794,0
1378,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3394,0
1379,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,2656,0
1380,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,5015,0
1381,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,527,0
1382,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,310,0
1383,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,4148,1
1384,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,994,1
1385,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4156,0
1386,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,4665,0
1387,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1120,0
1388,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,5728,0
1389,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,2799,1
1390,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4127,0
1391,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2093,0
1392,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,5045,0
1393,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1613,0
1394,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,5401,0
1395,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,2599,1
1396,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,5070,1
1397,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,2773,0
1398,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1539,0
1399,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2543,0
1400,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4782,0
1401,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,3759,1
1402,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,4591,1
1403,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,4534,0
1404,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,6001,0
1405,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,5820,1
1406,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1161,0
1407,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,2969,0
1408,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,5735,0
1409,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,3451,0
1410,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,1198,1
1411,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2546,0
1412,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,565,1
1413,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,4965,0
1414,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,2961,0
1415,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,5271,0
1416,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,2749,0
1417,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,6254,0
1418,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,5138,0
1419,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,329,0
1420,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,4902,0
1421,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,5677,1
1422,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,5944,0
1423,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,913,1
1424,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,6409,0
1425,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,5732,0
1426,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,5253,0
1427,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,2714,0
1428,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,4228,1
1429,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,172,0
1430,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,5018,0
1431,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2512,0
1432,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,5710,0
1433,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,4866,0
1434,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,260,1
1435,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,5632,0
1436,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,1530,1
1437,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,532,0
1438,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,1657,0
1439,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,3024,1
1440,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,958,0
1441,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,4532,0
1442,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,4395,0
1443,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,973,0
1444,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,3833,0
1445,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,1665,0
1446,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,4224,0
1447,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2881,1
1448,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,3999,0
1449,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,117,0
1450,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,939,0
1451,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,368,0
1452,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2213,0
1453,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2573,0
1454,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,5231,0
1455,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3281,0
1456,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,964,1
1457,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,3896,0
1458,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1617,1
1459,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,4873,0
1460,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,3616,1
1461,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,1869,0
1462,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,5293,0
1463,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,2437,1
1464,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,4543,0
1465,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,5722,0
1466,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,4712,0
1467,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1279,0
1468,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,4735,0
1469,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3011,1
1470,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,1008,0
1471,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2334,0
1472,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,6315,1
1473,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2053,1
1474,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,3783,0
1475,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,5500,0
1476,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,3115,0
1477,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,5232,1
1478,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,3693,1
1479,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,1903,0
1480,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,567,0
1481,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4027,0
1482,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,431,0
1483,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3085,0
1484,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,5629,0
1485,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,1711,1
1486,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,38,1
1487,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,4850,0
1488,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,4302,0
1489,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,516,0
1490,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4007,0
1491,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
1492,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1297,1
1493,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,5995,0
1494,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,833,1
1495,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4221,0
1496,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,4984,0
1497,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,3438,0
1498,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,279,1
1499,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,4971,0
1500,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,877,0
1501,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,2078,0
1502,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2282,0
1503,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4005,0
1504,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,451,0
1505,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,5723,1
1506,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3252,0
1507,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,18,0
1508,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,1753,0
1509,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,576,1
1510,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,4725,0
1511,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,671,0
1512,0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,373,0
1513,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,2158,1
1514,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,391,0
1515,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2482,0
1516,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1028,0
1517,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,4580,0
1518,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,6466,0
1519,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,5623,1
1520,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4561,0
1521,1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2095,0
1522,0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1574,1
1523,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,2906,0
1524,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,5522,0
1525,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,1031,0
1526,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,2530,0
1527,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,890,0
1528,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,186,0
1529,0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,110,0
1530,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,1494,1
1531,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,6286,0
1532,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,2595,0
1533,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,56,1
1534,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,805,0
1535,1,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,64.2,4020,0
1536,1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,4482,0
1537,0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,4732,0
1538,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,6095,1
1539,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,1785,0
1540,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4135,0
1541,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,803,0
1542,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,6411,0
1543,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,2865,1
1544,1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,874,0
1545,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,5227,0
1546,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,244,0
1547,0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,5422,1
1548,1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,1821,0
1549,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825,1
1550,1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,3889,0
1551,1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,4681,0
1552,0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2123,0
1553,0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,2703,0
1554,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,4343,0
1555,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,4762,1
1556,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,6347,1
1557,1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,6147,0
1558,0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6,996,1
1559,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,3816,0
1560,1,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1330,0
1561,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,5725,1
1562,0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,2110,0
